N fonctionnalité;THEME;Date Fait;Demande 1;Demande 2;Demande 3;Demande 4;Résultat 1;Résultat 2;Résultat 3;Résultat 4;Paramètre Modifié;Ecran/Impression;Type;Ticket;Version
17508;FACTURE;20/04/2023;Le calcul des temps de déplacement n'était pas correct si traitement lancé sur plusieurs jours.;;;;MENU LES FACTURES - Facture - Bouton Production - Bouton Temps de Production -  Bouton Calcul Temps de déplacement;Corrigé;;;N;;Correction;;2023_04_15
17509;PERSONNEL;20/04/2023;Possibilité d'affecter a un technicien temporairement des secteurs interdits ou autorisés selon date.;Permet le filtrer dans le planning hebdo.;;;MENU LES FICHIERS - Personnel - Gérer le Personnel -  Fiche Personnel - Onglet Affectation - Onglet Secteur;;;;N;Ecran;Modification;22855;2023_04_15
17510;STOCK;20/04/2023;Catalogue CUENOD 2023 disponible;;;;OK;;;;N;Ecran;Nouveauté;;2023_04_15
17504;INTERVENTION;19/04/2023;L'écran de saisie des interventions a été modifié;;;;OK;;;;N;Ecran;Modification;;2023_04_15
17503;STOCK;17/04/2023;Problème sur les consommations par fichier externe;;;;Corrigé;;;;N;;Correction;;2023_04_01
17502;DIVERS;12/04/2023;Récapitulatif Circuit froid. Ajout du type de Gaz;;;;MENU DIVERS - Attestation - Circuit Froid - Bouton Récapitulatif;;;;N;Ecran;Modification;;2023_04_01
17497;DIVERS;11/04/2023;La désignation du genre appareil est passée de 30 à 60 caractères.;;;;OK;;;;N;Ecran;Modification;;2023_04_01
17500;COLLECTIF;11/04/2023;Outils d'affectation appareils pour collectif;Ajout de l'installateur;;;MENU LES COLLECTIFS - Divers -  Afffectation Appareil;;;;N;Ecran;Nouveauté;;2023_04_01
17496;STOCK;10/04/2023;Mouvement Voiture Voiture selon Devis;Récupération du N° de devis dans historique voiture;;;OK;;;;N;Ecran;Modification;24342;2023_04_01
17494;INTERVENTION;09/04/2023;Possibilité de modifier en masse des intervention par saisie ou fichier externe. (Date, Période, Technicien, Durée, Statut);Soumis à autorisation, Modification autorisée.;;;MENU LES INTERVENTIONS -  Appel - Bouton Saisie - Bouton Modification en Masse;;;;N;Ecran;Nouveauté;23338;2023_04_01
17495;CLIENT;09/04/2023;Récupération de client par fichier externe;Ajout des champs locataire/propriétaire, Date Logement, Condition règlement, type logement;;;MENU LES CLIENTS - Divers - Contrôles Clients - Onglet Par fichier Externe - Bouton Récupération Client;;;;N;Ecran;Modification;22411;2023_04_01
17498;PRELEVEMENT;09/04/2023;En cas de changement de RIB, modification obligatoire du N° de mandat RUM, si le client a eu des prélèvements.;;;;OK;;;;N;Ecran;Modification;;2023_04_01
17501;FACTURE;09/04/2023;Affichage du solde théorique.;Correspond aux règlements saisis mais non arrivés à date.;;;OK;;;;N;Ecran;Modification;;2023_04_01
17493;STOCK;08/04/2023;Fiche article. Ajout des données techniques COP, SCOP et puissance Nominale;Informations reprises dans les devis.;;;Onglet Divers de la fiche Article;;;;N;Ecran;Modification;23097;2023_04_01
17499;PERSONNEL;07/04/2023;Possibilité d'affecter plusieurs Non compétences (modèle appareil, installation, type intervention...) à un ou plusieurs techniciens.;Evite de saisir technicien par technicien;;;MENU LES FICHIERS - Personnel - Bouton Affecter Non Compétences;;;;N;Ecran;Nouveauté;;2023_04_01
17487;CLIENT;30/03/2023;Ajout de la case à cocher Douteux Comptabilité dans la fiche Client;;;;Onglet Divers;;;;N;Ecran;Nouveauté;;2023_03_15
17488;TIERS;30/03/2023;Ajout de la case à cocher Douteux Comptabilité dans la fiche Tiers;;;;Onglet Divers;;;;N;Ecran;Nouveauté;;2023_03_15
17489;COMPTABILITE;30/03/2023;Possibilité d'exclure les Clients et Tiers Douteux dans l'édition de la balance.;;;;OK;;;;N;Ecran;Nouveauté;;2023_03_15
17491;COLLECTIF;30/03/2023;Situation Intervention.;Dans l'écran des cumuls, ajout de la Ville;;;OK;;;;N;Ecran;Modification;;2023_03_15
17492;FACTURE;30/03/2023;Possibilité de dupliquer une facture en devis;;;;MENU LES FACTURES - Facture -  Bouton Dupliquer;;;;N;Ecran;Modification;;2023_03_15
17485;PERSONNEL;20/03/2023;Ecran des appareils de mesure. Ajout de l'information Agence du Technicien;;;;OK;;;;N;Ecran;Nouveauté;;2023_03_15
17486;STOCK;20/03/2023;Ecran des Manques et surplus stock selon voiture type. Ajout de l'information Famille de la référence ;;;;OK;;;;N;Ecran;Nouveauté;;2023_03_15
17484;DIVERS;16/03/2023;L'affichage des prévisions à l'ouverture n'apparait qu'une fois par jour par utilisateur.;Possibilté que l'affichage apparaisse à chaque entrée.;;;PARAMETRES GENERAUX - Divers - Onglet Divers - Onglet Automatismes 1 - Cocher Afficher Prévisions au démarrage à chaque entrée;;;;O;Ecran;Nouveauté;;2023_03_15
17482;DIVERS;13/03/2023;Outils pour supprimer les espaces et caractères interdits dans les codes postaux;;;;MENU LES FICHIERS - Codes Postaux - Bouton Nettoyer Caractères;;;;N;Ecran;Nouveauté;;2023_03_01
17483;FACTURE;13/03/2023;Ecran retour rapide. Ajout du N° d'attachement;;;;OK;;;;N;Ecran;Modification;;2023_03_01
17479;STOCK;20/02/2023;Fiche Article. Possibilité de saisir un Fournisseur interdit pour les commandes;;;;OK;;;;N;Ecran;Nouveauté;;2023_02_15
17480;STOCK;20/02/2023;Gestion Fournisseur dans la fiche article. Possibilité de saisir un Fournisseur interdit pour les commandes;;;;Fiche Article - Onglet Fournisseur;;;;N;Ecran;Nouveauté;;2023_02_15
17481;STOCK;20/02/2023;Possibilité de bloquer la saisie d'une référence dans une commande si non reliée au fournisseur choisi.;;;;PARAMETRES GENERAUX - Stock - Onglet Commande - Cocher Tester existance Référence selon Fournisseur;;;;O;Ecran;Nouveauté;;2023_02_15
17478;FACTURE;10/02/2023;Listes des Bons collectifs. Extraction possible et ajout du code régie.;;;;MENU LES FACTURES - Facture - Bouton Bon Collectifs - Bouton Liste Bons;;;;N;Ecran;Nouveauté;;2023_02_01
17474;CLIENT;08/02/2023;Possibilité d'interdire la modification de l'agence dans la fiche Client;;;;LES PARAMETRES - Autorisations - Bouton Gestion - Onglet Client - Cocher Interdire modification agence client;;;;O;Ecran;Nouveauté;;2023_02_01
17475;TIERS;08/02/2023;Possibilité d'interdire la modification de l'agence dans la fiche Tiers;;;;LES PARAMETRES - Autorisations - Bouton Gestion - Onglet Client - Cocher Interdire modification agence tiers;;;;O;Ecran;Nouveauté;;2023_02_01
17476;COLLECTIF;08/02/2023;Possibilité d'interdire la modification de l'agence dans la fiche Collectif;;;;LES PARAMETRES - Autorisations - Bouton Gestion - Onglet Collectif - Cocher Interdire modification agence;;;;O;Ecran;Nouveauté;;2023_02_01
17477;FACTURE;08/02/2023;Possibilité d'interdire la modification de l'agence dans la facture, devis....;;;;LES PARAMETRES - Autorisations - Bouton Gestion - Onglet Facture - Cocher Interdire modification agence;;;;O;Ecran;Nouveauté;;2023_02_01
17471;STOCK;01/02/2023;Outils pour mettre à jour les articles multi fournisseur par fichier externe;;;;MENU LE STOCK - Article - Bouton Outils - Bouton Récup Articles Fournisseur;;;;N;Ecran;Nouveauté;;2023_02_01
17472;STOCK;01/02/2023;Les outils d'extraction article sont soumis à autorisation;;;;LES PARAMETRES - Autorisations - Bouton Gestion - Onglet Stock - Cocher Outils Extraction Article;;;;O;Ecran;Nouveauté;;2023_02_01
17473;STOCK;27/01/2023;Paramétres pour mise à jour des prix dans le cas d'un article multi-fournisseur.;Lié à l'automate 078;;;LES PARAMETRES GENERAUX - Stock - Onglet Page 3 - Mise à Jour Prix selon Fournisseur;;;;O;Ecran;Nouveauté;;2023_15_01
17470;STOCK;25/01/2023;Changement de référence. Pour l'ajout ou suppression de caractère la marque n'est plus obligatoire.;;;;OK;;;;N;Ecran;Modification;;2023_01_15
17468;STOCK;24/01/2023;Suppression articles. Critères supplémentaires : Famille et Sous-Famille;;;;OK;;;;N;Ecran;Modification;;2023_01_15
17469;FACTURE;24/01/2023;Liste des impayés. Ajout de l'adresse EMAIL.;;;;OK;;;;N;Ecran;Modification;;2023_01_15
17464;PLANNING AUTO;12/01/2023;Le Planning auto avec tranche horaire donnait des heures farlefues si les tranches comportaient des minutes.;;;;Corrigé;;;;N;;Correction;23797;2023_01_01
17465;FACTURE;12/01/2023;Possibilité d'annuler les devis avec ou sans règlement;;;;OK;;;;N;Ecran;Modification;;2023_01_01
17466;PLANNING AUTO;12/01/2023;Si planning avec tranche horaire, possiblité de mettre une pause entre 2 interventions.;;;;OK;;;;N;Ecran;Nouveauté;;2023_01_01
17467;STOCK;12/01/2023;Nouveaux critères recherche Article : sur date de création et date de modification;;;;MEN U LE STOCK - Article - Onglet Compléments;;;;N;Ecran;Nouveauté;;2023_01_01
17459;FACTURE;10/01/2023;Les remises bancaires mettent à jour également les factures d'acompte.;Le contrôle règlement met à jour les remises pour les factures d'acompte;;;MENU FACTURE -  FACTURE - Bouton Règlement -  Bouton Contrôle;;;;N;;Correction;23779;2023_01_01
17460;CLIENT;10/01/2023;Les dates d'absences de la fiche client n'étaient pas correctement mises à jour.;;;;MENU LES CLIENTS -  Divers - Contrôles Clients - Onglet Page 1 - Bouton Mise à jour Date Absence;;;;N;;Correction;23778;2023_01_01
17461;STOCK;10/01/2023;L'écran Constructeur avec reprise catalogue a été modifié.;Les différents traitement sont désormais dans des onglets, afin d'avoir à l'affichage une liste plus importante.;;;MENU LE STOCK - Constructeur;;;;N;Ecran;Modification;;2023_01_01
17462;STOCK;10/01/2023;Mise à disposition du catalogue 2023 pour VIESSMAN;;;;OK;;;;N;;Nouveauté;;2023_01_01
17463;STOCK;10/01/2023;L'écran Article a été modifié. Affichage dans l'onglet Généralités des différents fournisseurs de la pièce.;;;;OK;;;;N;Ecran;Modification;;2023_01_01
17454;FACTURE;09/01/2023;Devis Type. Possibilité de supprimer une ou des références.;;;;LES FACTURES - Bouton DEVIS TYPE - Bouton  Accès Devis Type - Bouton Supprimer Références;;;;N;;Nouveauté;;2023_01_01
17455;FACTURE;09/01/2023;Devis Type. Possibilité de remplacer une ou des références.;;;;LES FACTURES - Bouton DEVIS TYPE - Bouton  Accès Devis Type - Bouton Remplacer Références;;;;N;;Nouveauté;;2023_01_01
17456;FACTURE;09/01/2023;Devis Type. Possibilité de créer ou modifier un devis type par fichier externe.;;;;LES FACTURES - Bouton DEVIS TYPE - Bouton  Accès Devis Type - Bouton Récupération Externe;;;;N;;Nouveauté;;2023_01_01
17457;FACTURE;09/01/2023;Devis Type. Possibilité de d'appliquer un coefficient sur les articles et/ou tarifs;;;;LES PARAMETRES GENERAUX - Facture - Onglet Devis;;;;O;;Nouveauté;;2023_01_01
17458;STOCK;09/01/2023;Extraction des articles. Possibilité d'extraire le fichier fournisseur article.;;;;PARAMETRES GENERAUX - Stock - Onglet Page 1 - Cocher Extraction Fournisseur.;MENU LE STOCK - Article - Bouton Outils - Bouton Extraction Article - Bouton Paramètres Inport Export - Onglet Fournisseur;;;O;;Nouveauté;;2023_01_01
17453;STOCK;04/01/2023;Mise à disposition des catalogues 2023 pour ATLANTIC, CHAFFOTEAUX, SAUNIER et VAILLANT;;;;OK;;;;N;;Nouveauté;;2023_01_01
17450;STOCK;23/12/2022;Possibilité d'affecter un code activité dans les articles;;;;OK;;;;N;Ecran;Modification;;2022_12_15
17451;DIVERS;23/12/2022;Possibilité d'affecter un code activité dans les tarifs;;;;FICHE TARIF - Onglet Activité;;;;N;Ecran;Modification;;2022_12_15
17452;CLIENT;23/12/2022;Possibilité de créer une facture à partir de la proposition contrat.;Il faut être en proposition contrat nouvelle méthode;;;FICHE CLIENT  -  Onglet Commercial - Onglet Proposition - Bouton Détail Proposition - Bouton Facture;PARAMETRES GENERAUX - Contrat - Onglet Individuel - Onglet Page 5;;;N;Ecran;Modification;;2022_12_15
17447;DIVERS;22/12/2022;Possibilité de mettre dans les fiches article et tarif le code activité associé.;Ce code activité si renseigné sera repris dans le corps des facture sinon ce sera le code activité de la facture (devis...);;;OK;;;;N;Ecran;Nouveauté;;2022_12_15
17448;STOCK;22/12/2022;Mise à disposition du catalogue 2023 pour CHAPPEE;;;;OK;;;;N;Ecran;Nouveauté;;2022_12_15
17449;STOCK;22/12/2022;Mise à disposition des catalogues 2023 pour DE DIETRICH et OERTLI;;;;OK;;;;N;Ecran;Nouveauté;;2022_12_15
17446;STOCK;19/12/2022;Mise à disposition des catalogues 2023 pour RGS et ELM;;;;OK;;;;N;Ecran;Nouveauté;;2022_12_15
17445;STOCK;15/12/2022;Possibilité de ne pas envoyer des références en Mobilité.;;;;FICHE ARTICLE - Cocher Pas Mobilité;;;;N;Ecran;Nouveauté;;2022_12_01
17442;FACTURE;14/12/2022;Possibilité d'interdire la création de facture d'acompte pour les devis non acceptés;;;;PARAMETRE GENERAUX - Facture - Onglet Devis - Cocher Acompte que sur Devis Accepté;;;;O;Ecran;Nouveauté;;2022_12_01
17443;DIVERS;14/12/2022;Possibilité de limiter par utilisateur (hors ADMINISTRATEUR) le nombre d'ouvertures simultanées du logiciel.;Minimum=1   Par défaut=999;;;PARAMETRE AUTORISATIONS - Bouton Gestion - Fiche autorisation - Renseigner Nbre ouvertures maximum;;;;O;Ecran;Nouveauté;;2022_12_01
17444;FACTURE;14/12/2022;Possibilité de bloquer la date d'intervention dans les retours, pour être dans la plage de l'exercice.;;;;PARAMETRE GENERAUX - Facture - Onglet Divers 1 - Cocher Bloquer la Date Intervention dans un retour sur l'exercice;;;;O;Ecran;Nouveauté;;2022_12_01
17441;STOCK;13/12/2022;Outils pour mettre à jours des prix de ventes manuels par fichier externe.;;;;MENU LE STOCK - Article - Bouton Calcul - Bouton Enlever Ajouter Coefficients/Prix vente Manuels - Choisir Prix de Vente Manuels avec Fichier Externe;;;;N;Impression;Nouveauté;;2022_12_01
17440;DIVERS;12/12/2022;Nouveau CERFA 15497*03 pour les interventions avec manipulation de fluides frigorigènes.;;;;OK;;;;N;Impression;Modification;;2022_12_01
17436;STOCK;02/12/2022;L'ordre de prise en compte d'une remise accordée maximum pour une référence de pièce est;1-Fiche Article      2- Famille d'une marque    3- Marque     4- Famille     5- Paramètre général;;;OK;;;;O;Ecran;Nouveauté;;2022_12_01
17437;FACTURE;02/12/2022;Modification de l'écran vente comptoir;;;;MENU LES FACTURES - Comptoir - Bouton Saisie;;;;N;Ecran;Modification;;2022_12_01
17430;DIVERS;01/12/2022;Possibilité de renseigner une remise maximum accordée au client dans facture, devis pour un tarif (Contrat, MO, DEP...);;;;MENU LES FICHIERS - Tarif - Fiche Tarif - Onglet Divers;;;;N;Ecran;Nouveauté;;2022_12_01
17431;STOCK;01/12/2022;Possibilité de renseigner une remise maximum accordée au client dans facture, devis pour une référence.;;;;Fiche Article  - Onglet Tarifs;;;;N;Ecran;Nouveauté;;2022_12_01
17432;STOCK;01/12/2022;Possibilité de renseigner une remise maximum accordée au client dans facture, devis pour une famille.;;;;MENU LE STOCK - Article  - Bouton Calcul - Bouton Famille;;;;N;Ecran;Nouveauté;;2022_12_01
17433;STOCK;01/12/2022;Possibilité de renseigner une remise maximum accordée au client dans facture, devis pour une marque;;;;MENU LE STOCK - Article  - Bouton Calcul - Coefficient Prix de vente par marque - Onglet Par Marque;;;;N;Ecran;Nouveauté;;2022_12_01
17434;STOCK;01/12/2022;Possibilité de renseigner une remise maximum accordée au client dans facture, devis pour la famille d'une marque;;;;MENU LE STOCK - Article  - Bouton Calcul - Coefficient Prix de vente par marque - Onglet Par Marque et par Famille;;;;N;Ecran;Nouveauté;;2022_12_01
17435;DIVERS;01/12/2022;Possibilité d'autoriser un utilisateur de saisir une remise (facture, devis) supérieure au maximum accordé;;;;MENU LES PARAMETRES - Autorisations - Fiche Autorisation - Onglet Stock pour une référence pièce;MENU LES PARAMETRES - Autorisations - Fiche Autorisation - Onglet Divers pour un tarif (Contrat, MO, DEP..);;;O;Ecran;Nouveauté;;2022_12_01
17438;STOCK;01/12/2022;Possibilité de renseigner une remise maximum accordée au client dans facture,devis...;;;;PARAMETRES GENERAUX - Stock - Page 3;;;;O;Ecran;Nouveauté;;2022_12_01
17439;STOCK;01/12/2022;Le blocage sur la remise accordée peut ne pas s'appliquer sur les ventes comptoir.;;;;PARAMETRES GENERAUX - Stock - Page 3;;;;O;Ecran;Nouveauté;;2022_12_01
17429;FACTURE;30/11/2022;Temps de production. Optimisation du traitement.;Ajout de critère sur type d'intervenant (Technicien, Administratif, Inactif);Ajout de critère sur l'agence (sur le technicien, sur l'intervention);;MENU FACTURE- Facture - Bouton Production - Bouton Temps de Production;;;;N;Ecran;Modification;;2022_11_15
17428;FACTURE;29/11/2022;Facture Acompte. Possibilité d'éditer la date prévue de travaux si renseignée et si paramètre coché.;;;;PARAMETRES GENERAUX -  Facture - Onglet Devis -  Cocher Date Pose;;;;O;Ecran;Nouveauté;;2022_11_15
17427;INTERVENTION;24/11/2022;Possibilité dans la fiche intervention de choisir le téléphone destinataire du SMS;;;;OK;;;;O;Ecran;Nouveauté;641;2022_11_15
17426;CLIENT;23/11/2022;Possibilité qu'un téléphone mobile soit mis en type autre que Mobile (Travail, Domicile...);;;;PARAMETRES GENERAUX -  Divers - Onglet Page 2 - Cocher Tél Mobile libre;;;;O;Ecran;Nouveauté;;2022_11_15
17425;CLIENT;22/11/2022;Voir le Détail de toutes les créations clients;;;;MENU LES CLIENTS - Divers - Traitement + Editions - Bouton Création Clients;;;;N;Ecran;Nouveauté;;2022_11_15
17424;STOCK;21/11/2022;Le Retour de Pièces clients peuvent s'effectuer sur un bon collectif.;;;;MENU LE STOCK - Article - Bouton Mouvement - Bouton Retour Client ;;;;N;Ecran;Modification;;2022_11_15
17422;INTERVENTION;18/11/2022;Edition des Bons d'interventions. 4ème Niveau supplémentaire de classement sur l'horaire.;Les niveaux de classements peuvent être stockés dans les paramètres afin d'éviter la saisie à chaque édition.;;;PARAMETRES GENERAUX - Intervention - Onglet Edition BI;;;;N;Impression;Modification;;2022_11_15
